train_loss_loc,train_loss_ids,train_loss,epoch,step
0.260330468416214,0.25808605551719666,0.5184165239334106,0,49
0.23513948917388916,0.22826996445655823,0.4634094536304474,0,99
0.26032906770706177,0.24549664556980133,0.5058256983757019,0,149
0.24926328659057617,0.22252468764781952,0.4717879891395569,0,199
0.24223871529102325,0.21381017565727234,0.4560489058494568,0,249
0.25238752365112305,0.22680938243865967,0.4791969060897827,0,299
0.2605057954788208,0.21851129829883575,0.47901707887649536,0,349
0.24578630924224854,0.20766733586788177,0.4534536600112915,0,399
0.2586461007595062,0.21674871444702148,0.4753948152065277,0,449
0.23380190134048462,0.1952400952577591,0.4290419816970825,0,499
0.25579631328582764,0.2099412977695465,0.46573761105537415,0,549
0.23898667097091675,0.20538544654846191,0.44437211751937866,0,599
0.2405528575181961,0.19757217168807983,0.43812501430511475,0,649
0.22780479490756989,0.18665222823619843,0.4144570231437683,0,699
0.2054140418767929,0.16650643944740295,0.37192046642303467,0,749
0.23102310299873352,0.18362413346767426,0.4146472215652466,0,799
0.25159451365470886,0.20372934639453888,0.45532387495040894,0,849
0.21440473198890686,0.17240984737873077,0.38681459426879883,0,899
0.21909864246845245,0.17589548230171204,0.3949941396713257,0,949
0.2306673675775528,0.1763140857219696,0.4069814682006836,0,999
0.23570093512535095,0.1915910840034485,0.42729201912879944,0,1049
0.21708399057388306,0.1774321347475052,0.39451611042022705,0,1099
0.2316511571407318,0.17874093353748322,0.4103921055793762,0,1149
0.2100227177143097,0.15514567494392395,0.36516839265823364,0,1199
0.21214815974235535,0.16160327196121216,0.3737514317035675,0,1249
0.20580212771892548,0.15209391713142395,0.35789602994918823,0,1299
0.1940743625164032,0.1428329199552536,0.3369072675704956,0,1349
0.20630601048469543,0.14923395216464996,0.3555399775505066,0,1399
0.21817365288734436,0.14885352551937103,0.3670271635055542,0,1449
0.19609466195106506,0.13418236374855042,0.3302770256996155,0,1499
0.20540830492973328,0.14197112619876862,0.3473794460296631,0,1549
0.21060749888420105,0.14168968796730042,0.35229718685150146,0,1599
0.20010331273078918,0.1260939985513687,0.3261973261833191,0,1649
0.1702105849981308,0.11036327481269836,0.28057384490966797,0,1699
0.18340884149074554,0.11694783717393875,0.3003566861152649,0,1749
0.18298698961734772,0.1099855899810791,0.2929725646972656,0,1799
0.17749248445034027,0.11086849123239517,0.28836098313331604,0,1849
0.17673689126968384,0.10204887390136719,0.278785765171051,0,1899
0.18265949189662933,0.10218223184347153,0.28484171628952026,0,1949
0.1685768961906433,0.09428277611732483,0.26285967230796814,0,1999
0.20644257962703705,0.12429559230804443,0.3307381868362427,0,2049
0.16895952820777893,0.10233838111162186,0.2712979018688202,0,2099
0.16835589706897736,0.08808238804340363,0.256438285112381,0,2149
0.1786816269159317,0.09745105355978012,0.2761326730251312,0,2199
0.17315641045570374,0.09744963049888611,0.27060604095458984,0,2249
0.1646590530872345,0.0860806331038475,0.2507396936416626,0,2299
0.16225764155387878,0.08155160397291183,0.24380925297737122,0,2349
0.16608576476573944,0.0885009765625,0.25458675622940063,0,2399
